Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
44290000,45950000,45340000,44390000,44580000,45580000
43710000,43320000,44140000,44030000,44200000,43650000
43360000,42800000,43250000,42900000,43720000,43040000
41840000,42580000,43110000,41100000,41720000,40850000
41500000,41950000,42470000,40610000,42520000,40880000
41250000,40920000,41270000,40410000,40500000,40630000
40940000,40910000,40800000,40160000,40120000,40230000
40900000,41730000,40670000,41190000,40250000,40430000
40730000,41290000,41260000,41390000,41170000,41120000
40110000,40490000,38490000,37560000,38730000,42030000
39880000,42760000,41730000,52700000,51130000,52440000
39580000,39450000,39560000,39010000,39250000,40110000
39470000,39760000,40550000,38650000,38500000,38960000
39070000,38870000,38360000,38750000,38260000,38270000
37830000,38140000,38370000,37150000,37290000,37150000
37560000,36820000,36680000,37390000,36520000,35150000
37500000,38900000,38740000,38780000,38090000,39680000
37270000,37030000,36420000,35400000,36360000,35930000
37160000,37340000,38480000,36830000,36800000,36810000
37040000,35380000,36200000,35130000,34320000,35960000
37000000,37040000,39140000,38170000,37870000,39810000
36810000,37320000,36880000,37090000,35930000,36330000
36700000,36430000,36000000,35720000,36620000,36230000
36220000,34540000,33230000,33120000,32420000,33980000
35470000,35320000,35020000,34780000,36250000,34880000
35240000,35440000,35330000,35430000,34790000,35510000
34870000,33120000,34820000,34700000,34640000,33840000
34140000,34070000,33910000,31880000,31880000,32690000
34010000,33300000,33900000,35300000,32150000,32920000
33910000,32580000,32880000,33830000,32220000,33440000
33890000,33070000,33100000,32430000,32070000,31710000
33660000,33290000,33840000,32690000,32370000,33000000
32670000,31800000,32160000,31000000,31920000,31990000
32640000,32410000,32180000,31830000,32720000,31950000
32530000,32180000,32620000,31750000,31980000,32130000
31980000,30690000,31520000,30750000,30870000,30530000
31710000,32410000,32320000,31140000,31570000,32300000
31700000,31100000,31040000,30020000,31010000,29810000
31640000,32620000,32810000,32090000,31960000,31170000
31480000,30670000,29950000,30330000,29350000,29350000
31360000,30670000,31460000,30730000,31420000,31230000
31020000,32710000,32250000,31540000,31310000,31080000
30880000,30110000,30330000,28790000,29290000,29460000
30770000,30950000,30940000,30300000,30590000,30320000
30680000,28990000,28870000,29880000,28520000,28140000
30360000,29150000,29110000,28400000,28820000,28450000
29700000,29710000,29240000,29550000,30010000,28990000
29680000,29840000,30590000,29380000,29960000,30040000
29500000,29610000,29180000,29380000,29580000,28590000
29400000,29320000,27480000,28020000,27740000,27010000
29130000,29640000,30150000,29650000,28510000,28870000
28910000,30070000,30760000,30190000,29920000,29890000
28860000,28960000,29940000,27860000,28850000,28080000
28670000,29940000,30150000,29830000,28950000,29570000
28550000,27080000,28150000,27560000,27630000,27690000
28540000,28610000,28360000,28020000,28310000,28390000
28370000,28000000,29240000,27680000,27980000,27610000
28320000,27690000,28140000,27580000,27340000,27080000
28230000,28650000,28080000,27280000,28190000,28260000
27830000,28520000,29080000,28060000,28380000,28590000
27760000,27430000,27820000,27560000,27090000,27450000
27720000,28530000,28340000,27760000,27130000,27730000
27690000,26890000,27440000,26960000,26720000,26610000
27680000,27440000,26600000,25620000,26600000,24990000
27560000,27230000,27360000,26670000,26190000,26120000
27430000,27450000,28300000,26750000,27100000,27190000
27410000,26880000,27390000,27410000,26660000,27490000
27270000,27430000,27950000,26720000,26870000,27880000
27260000,26590000,27000000,26290000,26030000,26760000
27200000,25580000,27440000,27180000,27930000,27260000
27140000,27340000,26900000,27020000,27220000,27620000
27080000,26350000,25850000,25740000,25850000,25370000
26900000,26780000,26730000,26680000,26690000,26350000
26840000,27240000,26740000,26640000,25590000,25130000
26610000,26150000,26420000,25870000,25480000,25790000
26510000,26170000,26630000,25810000,26540000,25920000
26180000,26960000,27370000,26620000,27640000,26830000
26000000,26530000,25450000,25970000,25340000,25570000
25860000,26210000,26190000,26020000,25210000,25530000
25740000,25340000,25290000,25340000,25520000,25330000
25310000,25910000,26360000,25330000,26100000,26160000
25290000,24500000,23900000,23890000,23220000,23130000
25250000,25800000,25740000,24970000,24910000,24820000
25250000,24320000,24970000,24060000,23960000,23430000
25190000,27200000,25750000,25800000,24590000,26390000
25180000,24630000,24500000,23940000,23530000,23100000
25160000,25990000,25860000,25090000,25220000,25450000
25030000,25010000,24810000,25360000,24610000,24920000
24780000,24600000,24990000,24250000,25140000,24750000
24660000,25000000,24850000,24320000,24400000,24050000
24640000,24590000,25070000,23750000,23550000,24500000
24510000,24350000,24200000,24380000,23580000,24100000
24460000,24580000,23900000,22650000,24010000,23260000
24400000,24290000,23760000,24100000,23900000,23570000
24190000,23410000,23960000,23330000,22680000,23120000
24070000,24020000,24400000,24480000,23690000,22880000
24000000,23990000,24580000,22970000,23130000,23900000
23990000,24150000,23270000,23040000,22820000,22690000
23920000,24090000,24340000,24450000,24200000,24410000
23890000,24160000,24560000,23690000,23950000,23620000
23820000,23360000,22950000,23620000,22530000,23250000
23810000,25410000,25080000,25180000,24550000,23180000
23580000,23270000,23170000,23470000,22970000,22110000
23420000,23360000,23670000,23150000,23210000,22860000
23380000,23230000,24010000,23330000,23580000,22760000
23250000,22750000,22380000,23220000,21750000,22140000
23240000,21810000,25790000,22920000,25260000,23770000
23160000,22540000,22640000,22820000,22760000,22670000
23130000,22890000,23650000,23440000,22850000,23360000
23090000,23250000,23250000,23090000,22580000,22510000
23080000,23040000,23680000,23560000,22980000,23200000
22680000,22650000,23010000,21900000,22670000,22890000
22450000,22680000,22160000,22340000,22290000,22630000
22320000,23250000,22540000,40650000,40820000,39480000
22190000,23020000,22790000,21890000,22380000,22250000
22170000,21760000,22000000,22370000,21740000,21810000
22090000,21780000,21780000,21470000,21500000,21560000
22090000,21900000,22200000,21400000,22100000,21850000
22070000,20780000,22610000,22880000,21350000,21520000
21960000,22680000,21410000,21500000,21360000,21620000
21660000,21480000,21160000,21030000,20400000,21800000
21580000,21850000,22250000,21210000,21020000,21690000
21350000,20660000,20790000,20870000,20760000,20720000
21150000,21910000,21240000,21080000,21220000,21080000
21100000,21810000,21720000,21670000,21030000,20900000
20920000,21490000,20910000,20300000,20600000,20630000
20910000,20640000,21400000,20490000,20470000,21500000
20850000,22140000,22420000,21020000,21380000,22320000
20840000,22360000,22000000,20120000,20200000,20690000
20650000,20650000,20720000,20000000,19780000,20080000
20630000,21020000,20590000,20620000,20600000,21260000
20630000,21760000,21550000,19780000,24280000,21320000
20580000,20190000,21360000,21270000,20510000,20760000
20460000,20940000,21400000,21170000,21400000,21470000
20120000,20090000,20100000,20470000,20000000,20220000
20050000,20120000,19720000,19970000,20050000,20150000
20030000,19390000,19150000,19870000,18940000,18730000
19840000,19720000,19960000,19580000,19710000,19410000
19790000,19950000,21060000,19410000,18950000,20490000
19690000,19540000,19730000,19460000,19400000,19270000
19670000,19840000,19050000,19420000,19100000,18610000
19650000,19280000,19550000,19180000,19330000,19210000
19650000,19510000,19290000,19430000,18500000,18740000
19590000,19290000,19490000,19020000,19220000,18690000
19380000,19660000,19100000,19200000,19380000,19160000
19250000,17900000,18120000,17800000,16740000,17520000
19240000,19140000,18620000,18690000,18550000,18400000
19240000,19280000,20010000,19380000,19650000,19190000
19090000,19550000,18450000,19960000,18410000,19860000
19030000,18570000,18890000,18620000,18360000,18390000
19030000,18710000,18830000,19030000,17960000,18950000
18780000,17730000,18320000,18060000,18410000,17380000
18760000,17970000,18870000,18790000,17670000,18200000
18760000,18400000,20170000,18330000,18090000,18470000
18660000,18410000,19010000,18370000,18400000,18520000
18360000,17750000,18070000,17540000,17330000,17650000
18340000,18210000,17590000,17470000,18070000,17940000
18210000,17530000,18140000,17830000,18020000,17850000
18000000,18290000,18050000,17840000,17660000,17800000
17950000,18060000,18180000,18050000,17730000,17860000
17890000,18680000,18520000,17740000,17170000,18370000
17790000,18200000,18610000,18170000,18050000,18540000
17760000,17360000,17730000,17160000,17300000,17290000
17760000,16590000,16490000,16630000,16150000,16430000
17710000,18230000,17990000,18130000,17720000,17500000
17610000,17070000,17760000,17120000,17810000,16230000
17610000,17330000,17680000,17150000,17000000,17340000
17500000,17240000,17860000,17850000,17460000,17440000
17470000,17530000,17660000,17270000,17700000,17840000
17390000,17370000,18060000,17160000,17220000,17390000
17380000,17040000,16690000,16900000,16730000,16870000
17200000,17520000,16900000,17010000,16670000,16780000
17110000,16460000,16560000,16300000,15620000,15260000
17070000,17150000,17370000,17300000,17390000,17380000
16900000,16760000,16190000,16260000,16290000,16120000
16770000,16240000,16320000,16170000,16520000,16120000
16760000,17590000,16880000,16970000,16590000,17380000
16570000,15570000,16630000,15850000,15470000,15990000
16560000,16880000,16230000,15050000,14350000,15070000
16380000,15560000,16020000,15850000,15840000,15600000
16360000,16130000,16340000,15850000,15930000,16230000
16350000,16070000,15760000,16040000,15470000,15890000
16330000,16140000,16110000,15900000,15860000,15830000
16330000,16100000,16840000,16040000,16320000,15960000
16150000,16350000,16050000,16200000,16360000,16180000
16000000,15850000,15820000,16460000,15680000,16100000
15980000,16170000,16370000,16080000,16210000,16290000
15890000,16080000,16470000,15510000,17090000,17020000
15750000,15390000,15180000,15470000,14820000,15690000
15740000,15420000,16020000,14470000,16710000,15310000
15690000,15540000,15750000,15170000,14980000,15020000
15650000,14810000,15350000,15290000,15140000,15340000
15570000,15400000,15660000,15340000,15380000,14820000
15560000,14820000,15860000,16280000,15430000,15450000
15540000,15470000,15430000,15190000,15220000,14760000
15450000,15780000,15340000,14780000,14800000,15150000
15430000,15510000,14760000,26660000,27210000,27140000
15100000,15190000,14920000,27010000,25050000,25800000
15070000,14860000,15460000,14810000,14810000,15080000
14980000,15160000,14920000,14760000,14960000,14640000
14960000,14980000,15140000,14750000,14610000,14840000
14960000,15380000,15270000,14840000,15430000,15240000
14950000,15210000,15260000,15330000,15560000,15750000
14820000,14890000,15480000,15430000,14270000,14340000
14820000,14620000,15170000,15270000,15490000,14860000
14760000,14640000,15350000,14440000,14810000,14530000
14740000,14510000,14630000,14300000,14380000,14030000
14560000,14430000,14350000,14410000,14740000,14520000
14550000,14300000,14670000,14440000,14510000,14160000
14550000,14210000,14540000,26070000,25740000,26430000
14500000,14230000,14370000,14190000,14280000,14730000
14490000,14180000,14570000,13990000,14370000,14120000
14450000,15090000,14580000,14550000,14840000,14520000
14440000,14620000,14230000,14210000,13910000,13820000
14430000,14690000,14530000,14190000,14260000,14460000
14390000,14390000,14730000,14400000,14380000,14300000
14330000,14160000,14050000,13980000,13890000,14020000
14330000,14810000,13620000,13390000,13570000,13660000
14320000,14180000,14440000,14310000,14000000,14250000
14310000,14170000,14080000,14070000,14400000,13620000
14290000,14480000,14570000,14000000,13880000,14050000
14250000,14230000,13880000,13900000,13600000,13680000
14240000,14420000,14350000,13980000,14150000,14210000
14240000,14200000,14000000,13650000,13310000,13650000
14240000,13760000,12810000,13310000,13460000,13070000
14210000,13900000,13860000,14090000,13670000,13310000
14190000,13900000,14320000,13740000,13850000,13980000
14120000,13710000,13550000,13290000,13320000,13000000
14110000,13600000,13990000,14880000,14650000,14720000
14070000,13960000,13990000,13840000,13940000,13660000
14020000,13270000,13990000,13700000,13680000,13970000
14010000,14180000,14400000,13740000,13890000,13930000
14010000,14410000,14330000,13420000,13990000,14000000
13980000,13720000,13500000,13190000,13200000,12980000
13880000,13900000,13780000,13710000,13910000,13420000
13870000,13680000,13690000,13530000,13390000,13400000
13760000,13950000,13970000,13590000,13780000,13890000
13720000,12930000,13610000,13280000,12910000,13200000
13670000,14030000,14270000,13880000,14240000,14090000
13620000,13330000,13230000,13340000,13360000,13420000
13470000,13360000,13430000,13190000,13280000,13240000
13430000,13550000,13460000,13220000,13230000,13490000
13340000,12250000,12900000,24550000,22550000,23430000
13300000,13510000,13430000,13210000,13460000,13360000
13280000,12990000,12860000,13260000,12630000,12760000
13250000,13010000,13470000,13280000,12990000,12650000
13190000,12880000,13110000,12640000,12950000,13050000
13170000,12780000,12860000,13100000,13160000,13020000
13140000,13110000,13110000,13090000,12810000,12870000
13140000,13160000,13360000,12680000,13000000,13050000
13140000,14510000,13380000,13620000,13020000,13610000
13090000,12820000,12370000,11530000,11270000,12370000
13020000,12940000,12720000,12560000,12490000,11990000
13020000,12830000,12740000,12470000,12540000,12660000
13010000,13230000,13300000,12650000,12440000,12870000
12980000,13130000,12910000,12820000,12630000,12840000
12910000,12820000,12780000,12270000,12500000,12440000
12870000,11740000,12260000,11830000,11410000,11030000
12860000,12670000,13040000,12470000,12800000,12710000
12840000,12870000,12820000,12700000,12730000,12640000
12830000,12480000,12940000,12610000,12640000,13160000
12830000,12640000,12830000,22470000,22330000,22110000
12770000,12700000,12740000,12700000,12210000,12390000
12760000,12780000,12900000,12580000,12240000,12690000
12730000,12700000,12660000,12150000,12020000,12180000
12670000,12320000,12230000,11890000,12330000,11680000
12610000,12680000,12550000,12200000,12240000,12510000
12580000,12050000,12620000,12180000,12370000,12460000
12570000,12950000,12580000,12600000,12360000,12330000
12550000,12440000,12630000,12390000,12330000,12010000
12460000,12570000,12720000,11970000,12260000,12720000
12450000,12800000,12550000,12450000,12520000,12670000
12410000,12060000,12120000,12620000,11760000,13030000
12400000,13280000,12520000,12600000,12720000,12950000
12370000,12420000,12860000,12570000,12920000,12530000
12360000,12410000,12330000,11960000,12040000,12150000
12340000,12160000,12280000,11790000,11570000,11740000
12320000,12010000,12000000,11540000,11490000,11810000
12290000,11160000,10380000,11130000,10440000,10310000
12210000,11640000,11910000,11650000,11870000,11520000
12170000,12210000,12270000,12140000,12190000,12170000
12170000,11940000,12250000,11800000,11960000,12040000
12080000,12520000,12250000,12170000,12920000,12280000
12060000,12420000,12310000,11900000,12110000,12330000
12010000,11620000,11610000,11670000,11500000,12020000
12000000,11890000,11960000,11400000,11770000,11490000
11940000,11980000,11890000,11390000,11760000,11750000
11940000,11570000,11730000,11420000,11660000,11200000
11800000,11900000,11890000,12100000,11930000,11700000
11780000,10980000,11320000,11350000,11030000,11090000
11770000,11490000,11750000,11470000,11450000,11660000
11690000,11440000,11870000,11340000,11160000,11330000
11650000,11600000,11640000,11630000,11840000,11750000
11650000,11340000,11340000,11210000,11180000,11220000
11640000,11870000,11920000,11380000,11650000,11600000
11630000,11620000,11490000,11610000,11610000,11440000
11630000,11590000,11890000,11420000,11630000,11620000
11610000,11490000,11710000,11320000,11200000,11260000
11600000,11460000,11760000,11720000,10950000,10920000
11590000,12250000,11420000,10970000,11130000,10970000
11530000,11600000,11690000,11540000,11370000,11580000
11500000,11420000,11530000,11550000,11490000,11580000
11440000,11450000,11400000,11410000,11260000,11490000
11380000,10200000,11640000,11770000,11240000,11160000
11360000,11390000,11330000,10810000,11360000,11360000
11340000,11350000,11200000,10850000,10970000,10860000
11340000,11370000,11000000,10770000,11150000,10890000
11330000,11080000,10940000,10660000,10670000,10810000
11290000,11510000,11530000,11150000,11320000,11470000
11280000,11350000,11360000,11200000,11430000,11630000
11250000,10940000,10870000,10610000,10790000,11010000
11230000,11150000,11310000,18520000,19040000,18570000
11200000,10870000,11110000,10970000,11000000,11250000
11160000,11160000,11160000,11060000,11170000,10610000
11160000,11570000,11180000,11350000,11520000,11430000
11150000,11380000,11050000,11090000,10970000,11110000
11120000,11060000,11180000,10990000,10920000,10930000
11120000,11270000,11530000,11080000,10740000,10760000
11110000,11370000,11480000,11390000,11460000,11510000
11110000,12080000,12200000,19430000,19610000,21030000
11070000,11160000,10890000,11020000,11180000,10890000
11050000,11180000,10900000,11100000,10660000,10990000
11020000,10800000,10710000,10760000,10450000,10350000
10980000,11060000,11260000,10830000,11020000,10950000
10970000,10880000,11130000,10770000,10790000,10780000
10930000,10590000,10410000,10290000,10760000,10020000
10910000,11060000,10760000,10600000,10580000,11060000
10890000,10810000,10890000,10700000,10830000,10740000
10880000,10980000,11130000,10790000,10500000,10750000
10830000,10330000,10330000,10450000,10080000,10730000
10810000,10820000,10950000,10630000,10680000,10540000
10790000,11130000,11020000,10920000,10850000,11570000
10750000,11350000,11180000,11010000,10980000,10780000
10700000,10910000,10880000,10480000,10890000,10460000
10610000,10910000,10650000,10260000,10280000,10060000
10540000,10800000,10020000,10110000,9935000,10220000
10520000,10860000,10920000,10260000,10790000,10860000
10490000,10390000,10290000,10550000,10310000,9607000
10480000,10740000,10630000,10440000,10360000,10420000
10480000,10340000,10340000,10140000,9982000,10390000
10480000,10850000,10650000,10340000,10580000,10770000
10480000,9780000,10130000,18380000,18930000,18570000
10460000,10510000,10400000,10090000,10360000,10310000
10460000,9884000,10780000,10220000,10060000,10320000
10450000,11540000,11190000,11080000,11550000,12120000
10430000,10010000,10290000,10590000,10290000,10520000
10410000,10490000,10730000,10680000,10420000,10610000
10390000,10490000,10760000,10270000,10270000,10540000
10380000,10260000,10380000,10290000,10160000,10190000
10380000,10340000,10460000,9975000,9934000,10230000
10380000,10390000,10020000,17250000,17210000,16850000
10320000,10580000,10090000,10030000,10370000,9789000
10260000,10570000,10340000,10200000,10190000,10610000
10260000,10240000,10460000,10100000,9974000,9532000
10240000,10370000,10280000,9684000,9885000,9655000
10220000,10880000,10190000,10570000,10700000,10690000
10160000,10280000,9994000,9749000,10380000,10160000
10150000,10180000,10190000,10310000,10140000,10320000
10150000,10160000,9901000,9925000,9609000,9078000
10120000,9925000,9815000,9604000,9173000,9506000
9989000,10110000,9967000,10130000,10320000,9979000
9979000,10100000,10110000,9884000,9790000,9412000
9937000,9834000,10120000,9758000,9792000,9904000
9931000,9786000,9937000,9823000,9900000,9826000
9924000,9912000,9935000,9482000,9921000,9880000
9884000,10120000,10210000,10140000,10260000,10270000
9880000,10110000,9923000,9692000,9934000,9744000
9828000,9348000,9582000,9613000,9618000,9803000
9820000,9153000,9375000,9086000,9204000,9477000
9811000,9768000,10010000,9716000,9744000,9885000
9780000,9524000,9695000,9668000,9558000,9748000
9779000,9700000,9418000,9426000,9359000,9331000
9758000,9934000,10420000,9364000,9854000,9434000
9745000,9444000,9900000,9738000,9940000,9813000
9725000,10230000,10150000,9958000,9732000,9463000
9716000,9697000,9912000,8988000,9538000,9330000
9706000,9947000,9832000,9664000,9895000,9647000
9686000,9731000,9819000,9588000,9892000,9698000
9670000,9803000,9539000,10200000,9527000,9816000
9654000,9528000,9527000,9746000,9360000,9538000
9651000,9440000,9367000,9168000,9257000,9355000
9610000,9566000,9601000,9448000,9529000,9411000
9610000,9114000,9798000,9020000,9472000,9292000
9595000,9777000,9549000,9648000,9688000,9533000
9591000,9031000,9322000,8822000,9271000,9746000
9567000,9358000,9603000,9417000,9290000,9324000
9557000,9335000,8407000,8762000,8417000,8618000
9532000,9503000,9409000,9228000,9371000,9391000
9528000,9587000,9656000,9474000,9646000,9478000
9515000,9441000,9627000,9162000,9562000,9308000
9504000,9669000,9625000,9169000,9529000,9300000
9496000,10050000,9767000,9324000,9422000,9581000
9493000,9554000,9495000,9417000,9577000,9571000
9491000,9666000,9431000,9187000,9206000,9605000
9422000,9515000,9558000,9341000,9252000,9277000
9397000,9356000,9421000,9298000,9321000,9037000
9394000,9530000,9804000,9740000,9536000,9295000
9380000,9559000,9307000,9104000,9135000,9161000
9361000,9550000,9575000,9387000,9338000,9258000
9347000,9843000,9370000,9093000,9066000,9137000
9326000,8928000,9201000,8951000,8955000,9049000
9317000,9389000,9050000,9108000,8713000,8742000
9294000,8889000,8800000,9084000,8614000,8907000
9268000,8963000,8969000,8953000,8836000,8710000
9251000,9795000,9237000,9598000,9402000,9443000
9244000,9345000,9535000,8957000,9737000,9408000
9211000,9133000,8979000,8939000,9090000,8669000
9206000,9567000,9172000,9079000,8707000,9242000
9203000,9272000,9194000,8820000,9065000,9061000
9195000,9085000,9310000,9178000,9181000,9264000
9184000,9119000,8829000,9256000,8997000,8834000
9175000,8995000,9123000,9121000,9119000,9101000
9152000,9182000,9422000,9087000,9404000,9194000
9143000,8910000,9136000,9008000,8987000,9380000
9142000,9252000,9099000,9025000,9104000,8616000
9133000,9175000,8961000,9113000,9290000,8945000
9116000,8452000,8535000,7825000,8516000,8518000
9107000,9344000,9422000,9226000,9164000,9408000
9101000,9353000,9117000,16070000,16540000,16120000
9098000,9034000,8908000,8536000,8544000,8722000
9072000,8932000,9275000,9009000,8677000,8508000
9064000,8810000,8844000,8719000,8761000,8678000
9060000,8755000,9153000,8577000,8884000,8542000
9057000,9079000,8285000,8607000,8490000,8369000
9017000,9403000,9287000,9193000,9073000,8999000
9014000,8694000,9109000,9006000,8863000,9050000
9012000,9084000,9047000,8939000,8790000,8793000
9010000,9124000,9413000,9301000,8864000,9214000
8995000,8732000,8574000,8330000,8190000,7579000
8991000,9075000,9093000,9055000,9128000,9057000
8978000,8880000,9060000,8769000,8881000,8864000
8944000,9008000,8977000,8798000,8842000,8866000
8905000,8307000,8650000,8809000,8296000,8588000
8900000,8734000,8781000,8622000,8683000,8713000
8894000,8697000,9032000,8378000,8686000,8506000
8884000,8521000,8674000,8594000,8776000,8679000
8881000,9035000,8668000,8693000,9002000,8863000
8879000,9249000,8495000,9548000,8596000,8867000
8869000,9009000,8846000,8744000,8575000,8756000
8862000,8554000,7823000,11300000,10960000,11360000
8839000,8961000,8894000,8859000,9124000,8753000
8826000,8535000,8509000,8821000,8879000,8676000
8824000,8777000,8645000,8610000,8619000,8697000
8820000,8297000,8668000,8543000,8679000,8855000
8818000,8875000,8911000,8820000,8768000,8459000
8746000,8779000,9387000,9042000,8918000,9100000
8709000,8093000,8012000,7779000,7519000,8625000
8684000,8698000,8524000,8724000,8651000,9039000
8674000,8637000,8925000,8736000,8844000,9057000
8651000,8427000,8780000,8506000,8615000,8549000
8640000,8412000,9030000,8337000,8728000,8398000
8638000,8653000,8708000,8669000,8691000,8891000
8633000,8571000,8609000,8380000,8516000,8405000
8629000,8752000,8706000,8380000,8314000,8452000
8617000,8319000,8330000,8241000,8335000,8297000
8612000,8729000,8746000,8568000,8575000,8616000
8603000,8279000,8348000,8369000,8268000,8277000
8587000,8987000,9228000,9047000,8586000,9360000
8535000,8461000,8849000,9160000,8939000,9082000
8521000,8375000,8204000,8121000,8136000,8222000
8490000,8512000,8167000,8070000,8473000,8369000
8484000,8376000,8500000,8484000,8533000,8480000
8427000,8329000,8239000,8130000,7982000,8005000
8392000,8519000,8643000,8649000,8385000,8682000
8387000,8271000,8134000,8075000,7904000,8071000
8383000,8675000,8508000,8345000,8426000,8282000
8372000,8671000,8451000,8345000,8334000,8236000
8372000,8420000,8522000,8405000,8382000,8397000
8354000,8691000,8525000,8542000,8518000,8998000
8347000,8195000,8530000,14830000,14810000,14820000
8328000,8487000,8236000,8596000,8192000,8122000
8326000,8334000,9001000,8431000,8765000,8710000
8322000,8236000,8351000,8056000,8360000,8265000
8312000,8099000,8138000,7837000,8049000,8005000
8290000,8235000,8225000,8178000,8125000,8273000
8289000,8283000,8342000,8095000,8280000,8319000
8284000,8199000,8191000,8261000,8161000,8148000
8283000,8515000,8411000,8016000,8275000,8336000
8263000,7943000,8108000,8018000,8052000,7969000
8259000,8412000,8441000,8262000,8321000,8402000
8254000,8182000,8047000,8145000,8015000,7883000
8233000,8350000,8209000,8145000,8329000,8423000
8232000,8075000,8168000,7985000,7942000,7930000
8228000,8461000,7986000,7912000,7877000,7972000
8228000,8213000,8125000,7830000,8087000,8030000
8212000,8442000,8383000,8354000,8057000,8194000
8210000,8348000,8155000,8772000,8385000,8429000
8209000,8356000,8181000,8061000,8253000,8460000
8205000,8397000,8334000,8038000,7975000,8046000
8199000,8243000,8028000,7928000,7839000,7891000
8173000,8117000,7795000,7863000,7761000,7686000
8172000,7847000,8154000,7971000,7875000,7780000
8143000,7976000,7784000,7988000,7820000,7704000
8132000,8070000,8485000,8246000,8407000,8816000
8128000,8236000,7887000,7975000,7737000,7671000
8117000,8297000,8186000,8002000,8072000,7766000
8092000,8260000,8559000,8380000,8364000,8549000
8091000,8202000,8174000,8015000,7807000,7831000
8091000,7755000,7800000,7189000,7925000,6876000
8086000,7796000,7898000,7864000,7618000,7419000
8085000,7940000,7923000,7832000,7964000,7916000
8075000,8148000,7971000,7921000,7963000,8305000
8067000,7677000,8179000,8348000,8103000,8409000
8058000,9077000,9625000,8083000,8405000,9686000
8054000,8312000,8063000,8542000,8478000,8335000
8054000,8020000,8090000,7959000,7935000,7952000
8035000,7948000,8464000,7837000,8018000,7574000
8032000,7989000,8123000,7942000,7908000,8050000
8025000,8179000,8244000,8219000,7988000,7999000
