Abundance Ratio: (126) / (129),Abundance Ratio: (127) / (130),Abundance Ratio: (128) / (131),Abundances (Grouped): 126,Abundances (Grouped): 127,Abundances (Grouped): 128,Abundances (Grouped): 129,Abundances (Grouped): 130,Abundances (Grouped): 131
1.024,1.001,0.967,1483000,1502000,1451000,1448000,1500000,1501000
0.998,0.979,0.99,1798000,1800000,1877000,1801000,1838000,1895000
1.006,0.927,0.978,2088000,1967000,2058000,2076000,2121000,2105000
0.994,0.996,1,2153000,2187000,2200000,2165000,2195000,2200000
0.972,0.972,0.968,2381000,2361000,2371000,2450000,2428000,2448000
0.998,1.002,0.985,4313000,4287000,4286000,4321000,4279000,4352000
1.063,0.964,0.934,8745000,7980000,8243000,8227000,8277000,8821000
1.001,0.999,0.982,1564000,1585000,1564000,1562000,1587000,1592000
0.995,0.976,0.978,2610000,2607000,2582000,2622000,2671000,2640000
0.991,0.977,0.973,7766000,7677000,7774000,7839000,7859000,7993000
0.988,0.993,0.976,9512000,9574000,9482000,9629000,9642000,9712000
0.964,0.999,0.961,79410000,79670000,78380000,82370000,79740000,81540000
1.091,0.993,1.033,1033000,1028000,1003000,947000,1036000,971100
0.999,1.028,0.958,1179000,1230000,1164000,1180000,1197000,1215000
0.978,0.978,1.004,1481000,1487000,1530000,1514000,1520000,1523000
1.021,0.984,0.977,1628000,1607000,1605000,1595000,1633000,1643000
0.975,0.971,0.975,2102000,2160000,2162000,2156000,2224000,2218000
0.984,1.008,0.992,3349000,3395000,3382000,3404000,3370000,3409000
1.002,0.991,0.996,13550000,13610000,13630000,13520000,13730000,13680000
0.994,0.98,1.028,15930000,15450000,15940000,16030000,15770000,15500000
0.961,0.984,1.002,15530000,15520000,15740000,16160000,15770000,15710000
0.995,1.016,1.04,676400,718500,733500,679800,707400,704900
0.998,0.998,0.986,1399000,1414000,1421000,1402000,1418000,1441000
0.965,0.986,0.998,1695000,1712000,1738000,1757000,1736000,1742000
1,0.972,0.981,2026000,1970000,1999000,2027000,2026000,2037000
0.997,1.019,1.016,3206000,3201000,3243000,3215000,3143000,3192000
1.017,0.983,0.998,3559000,3520000,3558000,3500000,3580000,3564000
0.976,1.007,1.002,6167000,6248000,6194000,6322000,6202000,6179000
0.995,1.003,0.981,6919000,6956000,6909000,6951000,6936000,7044000
0.988,0.98,0.973,9882000,9904000,9753000,10000000,10100000,10030000
0.985,0.985,0.999,1001000,990700,1014000,1016000,1006000,1015000
0.983,1.026,0.969,2603000,2652000,2590000,2648000,2586000,2674000
0.985,0.963,0.969,17670000,17630000,17860000,17940000,18310000,18430000
1.015,0.984,0.99,628300,628000,636800,619400,638000,643300
0.996,0.97,0.969,976300,978500,972800,980200,1009000,1004000
0.963,1.026,0.997,1666000,1770000,1721000,1730000,1726000,1726000
0.971,1.005,0.997,2432000,2473000,2505000,2505000,2460000,2513000
0.999,0.99,1.002,3167000,3131000,3198000,3170000,3161000,3192000
0.991,1.017,0.99,4388000,4570000,4480000,4429000,4494000,4526000
0.989,0.979,0.99,6003000,5920000,5977000,6071000,6047000,6037000
0.989,0.99,1.013,7075000,7022000,7101000,7154000,7096000,7010000
0.983,0.979,0.993,12280000,12170000,12070000,12490000,12430000,12160000
1.009,0.979,1.014,1126000,1130000,1162000,1116000,1155000,1145000
0.986,0.97,0.991,1731000,1749000,1754000,1756000,1802000,1770000
1.213,1.254,1.249,2165000,2236000,2213000,1785000,1783000,1772000
0.972,0.987,0.976,2650000,2636000,2643000,2726000,2671000,2709000
0.981,1.081,0.996,2833000,2960000,2877000,2888000,2737000,2890000
0.967,0.998,1.004,2822000,2871000,2843000,2919000,2878000,2831000
0.998,0.984,1.001,4226000,4266000,4312000,4234000,4337000,4308000
0.986,0.938,0.962,5885000,5660000,5929000,5967000,6034000,6162000
0.961,1.021,0.989,6172000,6353000,6268000,6424000,6221000,6334000
0.994,1.013,0.991,6738000,6857000,6731000,6779000,6768000,6794000
0.984,1.016,0.985,561300,598500,583300,570500,588900,592000
0.999,0.958,0.975,798900,787400,795700,800000,822200,816100
0.995,1.018,0.953,1117000,1151000,1110000,1122000,1130000,1166000
0.976,1.014,0.982,3142000,3260000,3095000,3219000,3214000,3151000
0.991,0.996,0.975,3539000,3609000,3536000,3572000,3622000,3627000
0.985,0.981,0.979,4818000,4770000,4809000,4894000,4861000,4911000
0.994,0.988,1.001,5778000,5864000,5754000,5815000,5934000,5747000
0.961,0.958,1.006,5807000,5741000,5933000,6046000,5990000,5898000
1.012,1.001,1.004,6271000,6279000,6131000,6196000,6274000,6104000
0.981,0.997,0.972,6102000,6081000,6082000,6218000,6098000,6256000
0.995,0.996,1.03,7329000,7254000,7390000,7365000,7286000,7176000
0.977,0.969,0.991,7334000,7278000,7477000,7507000,7513000,7545000
0.99,0.956,0.994,2282000,2247000,2314000,2305000,2351000,2327000
0.974,1.032,0.992,3447000,3615000,3445000,3539000,3504000,3472000
0.997,0.999,0.942,3556000,3580000,3461000,3569000,3584000,3672000
0.995,1.007,0.998,3800000,3825000,3847000,3820000,3800000,3854000
0.987,0.999,0.958,4285000,4283000,4306000,4341000,4288000,4495000
1.003,0.988,1.024,5770000,5773000,5949000,5754000,5844000,5812000
0.987,0.971,0.983,6255000,6183000,6141000,6337000,6367000,6250000
0.991,1.006,0.986,29380000,29910000,29760000,29650000,29720000,30190000
0.998,1.006,1.011,819700,802200,815000,821400,797100,806200
1.013,1.109,0.972,935500,1026000,923100,923800,925000,949800
1.013,0.98,0.998,1005000,996200,1031000,991900,1016000,1034000
1.007,0.972,0.964,2244000,2239000,2239000,2228000,2304000,2322000
1.008,0.976,1.004,2739000,2668000,2730000,2717000,2735000,2720000
0.975,0.988,0.96,3211000,3248000,3217000,3294000,3287000,3350000
1.287,1.249,1.285,4267000,4219000,4274000,3316000,3380000,3327000
1.014,0.955,0.988,3365000,3297000,3369000,3317000,3451000,3408000
1,0.997,0.987,3438000,3404000,3351000,3437000,3414000,3395000
1.001,1.017,0.979,4462000,4490000,4483000,4456000,4415000,4579000
0.996,1.002,1.027,5528000,5517000,5573000,5552000,5506000,5428000
1.018,0.99,1.012,10270000,9900000,10150000,10080000,10000000,10040000
0.992,1.001,0.975,458800,487000,472600,462300,486400,484600
1.008,0.983,0.965,932300,937800,938300,924800,953800,971900
0.949,0.995,0.971,1450000,1522000,1499000,1528000,1530000,1544000
1.01,0.993,1.013,1869000,1822000,1884000,1851000,1836000,1860000
0.982,0.995,0.975,2301000,2281000,2272000,2344000,2292000,2329000
1.265,1.276,1.313,3735000,3642000,3684000,2952000,2853000,2807000
0.991,0.911,0.974,2983000,2974000,3136000,3012000,3263000,3219000
0.977,1.008,0.979,4413000,4487000,4446000,4517000,4450000,4540000
0.977,0.99,0.982,5090000,5058000,5086000,5212000,5107000,5181000
0.978,1.003,0.971,10990000,11210000,11130000,11240000,11170000,11460000
0.971,0.987,0.986,13180000,13380000,13320000,13580000,13550000,13510000
0.99,0.981,0.978,14340000,14260000,14140000,14490000,14540000,14450000
0.973,1.009,0.963,709300,736100,724800,728700,729200,752800
1.014,1.007,1.03,1057000,1080000,1098000,1042000,1072000,1066000
1.013,0.999,0.969,1078000,1071000,1060000,1065000,1072000,1093000
0.981,1.015,0.977,1168000,1209000,1199000,1191000,1191000,1228000
1.007,0.983,0.98,2061000,2025000,2064000,2047000,2061000,2106000
0.988,1,0.947,2555000,2593000,2434000,2587000,2594000,2571000
1.029,1.014,1.021,2753000,2709000,2743000,2675000,2672000,2686000
1.013,0.985,0.985,2889000,2840000,2830000,2851000,2882000,2873000
0.986,1.025,0.978,5001000,5091000,4961000,5070000,4966000,5074000
1.009,0.997,1.003,6590000,6653000,6562000,6530000,6676000,6545000
0.954,0.962,0.985,11540000,11350000,11740000,12090000,11800000,11920000
1.014,0.969,0.994,12270000,12180000,12200000,12110000,12560000,12270000
0.997,0.955,0.994,696100,696600,703500,698100,729100,707600
1.024,1.027,0.978,747700,744000,739500,730100,724400,756300
0.995,0.995,0.979,1177000,1169000,1162000,1182000,1176000,1188000
0.996,1.01,0.975,1394000,1408000,1393000,1400000,1394000,1429000
0.999,0.969,1.024,1670000,1664000,1701000,1671000,1717000,1661000
1.008,1.013,0.972,2108000,2167000,2104000,2091000,2140000,2165000
0.994,1.026,0.943,2759000,2879000,2762000,2774000,2808000,2930000
0.987,1.011,0.994,5529000,5601000,5644000,5604000,5543000,5679000
0.994,1,0.989,6515000,6373000,6455000,6552000,6370000,6524000
0.976,0.997,0.989,9309000,9235000,9395000,9538000,9265000,9501000
1.027,0.968,1.018,13180000,12750000,13250000,12840000,13160000,13020000
1.031,1.034,0.954,14080000,13860000,13230000,13650000,13400000,13870000
1.009,0.945,0.987,700900,694000,716800,694600,734700,726100
0.961,0.984,1.005,1260000,1277000,1290000,1311000,1297000,1284000
1.007,0.981,0.985,1538000,1523000,1564000,1527000,1553000,1589000
1.011,0.986,0.988,1609000,1579000,1611000,1591000,1601000,1632000
0.988,0.989,0.961,1637000,1664000,1625000,1656000,1682000,1691000
1.011,0.971,1.001,1704000,1687000,1727000,1684000,1737000,1725000
0.983,0.963,0.976,1875000,1859000,1887000,1909000,1930000,1933000
1.005,1.003,0.996,2231000,2212000,2241000,2220000,2206000,2251000
0.989,1.017,0.985,2386000,2479000,2383000,2412000,2438000,2419000
0.972,1.004,0.992,2930000,3049000,2982000,3014000,3036000,3006000
1.009,0.936,0.995,3216000,3121000,3231000,3187000,3333000,3246000
0.993,0.97,1.023,3343000,3365000,3364000,3367000,3468000,3287000
1.019,1.019,0.987,4051000,4066000,3928000,3974000,3989000,3980000
0.979,0.964,1.019,4415000,4417000,4487000,4512000,4584000,4405000
0.957,0.997,0.966,4805000,4900000,4796000,5023000,4914000,4966000
0.979,0.997,1.016,9882000,10040000,10090000,10090000,10070000,9924000
0.987,1.003,0.956,773900,797000,776900,783700,794300,812600
1.027,0.948,1.011,884200,850400,882500,861200,897200,872700
0.99,1.026,0.966,864100,899000,878700,872600,875800,909400
1.006,1.023,0.981,1064000,1078000,1057000,1058000,1054000,1077000
0.972,1.017,0.961,1080000,1149000,1097000,1112000,1130000,1142000
1.009,0.987,0.966,1234000,1231000,1246000,1222000,1247000,1289000
0.968,0.988,0.991,1268000,1298000,1305000,1309000,1314000,1316000
1.036,1.019,1.01,1518000,1519000,1538000,1466000,1491000,1522000
0.996,0.996,0.987,1470000,1454000,1491000,1476000,1460000,1512000
0.984,0.971,0.996,1497000,1491000,1506000,1522000,1535000,1513000
0.996,1.015,0.968,1750000,1737000,1724000,1757000,1711000,1781000
1.233,1.188,1.208,2169000,2143000,2141000,1759000,1804000,1772000
1.014,1.019,0.995,1839000,1889000,1851000,1812000,1855000,1859000
1.033,1.106,0.984,2086000,2197000,1970000,2020000,1986000,2003000
1.003,1,0.97,2205000,2204000,2181000,2197000,2203000,2248000
0.98,0.948,0.983,2637000,2623000,2650000,2691000,2765000,2695000
0.986,0.996,0.996,2906000,3002000,2977000,2948000,3015000,2989000
0.981,0.989,0.98,3530000,3591000,3559000,3600000,3630000,3631000
1.023,0.987,0.979,4108000,4062000,4073000,4015000,4114000,4159000
1.003,0.981,0.966,5013000,4954000,4931000,4999000,5050000,5105000
0.973,1,1.002,6369000,6357000,6306000,6546000,6357000,6294000
1.008,0.983,0.982,11870000,11680000,11640000,11780000,11890000,11850000
0.968,0.951,1.011,12960000,12780000,13220000,13390000,13430000,13070000
1,0.983,0.979,403400,406700,409600,403500,413900,418200
0.95,0.993,0.975,598900,617200,621400,630600,621400,637300
1.013,0.976,0.977,942500,927300,930900,930500,950500,952600
1.003,0.988,0.991,1041000,1032000,1047000,1038000,1044000,1057000
1.036,0.955,0.959,1176000,1111000,1133000,1135000,1164000,1182000
1.007,0.997,0.967,1216000,1212000,1197000,1207000,1215000,1238000
0.982,0.961,0.999,1296000,1320000,1351000,1320000,1374000,1352000
1.003,0.969,1.024,1505000,1461000,1516000,1501000,1508000,1480000
1.005,1.024,1.02,1519000,1521000,1514000,1511000,1486000,1484000
1.018,0.959,1.014,1575000,1536000,1578000,1547000,1602000,1556000
1.016,1.003,0.965,1927000,1939000,1899000,1896000,1934000,1968000
1.012,0.992,1.002,2900000,2865000,2888000,2866000,2887000,2881000
0.974,0.977,0.981,3004000,3013000,3044000,3084000,3086000,3101000
0.999,1.003,1.005,3888000,4048000,3963000,3890000,4037000,3943000
0.97,0.971,0.95,6274000,6322000,6143000,6466000,6511000,6469000
0.931,0.982,0.986,7758000,8164000,7905000,8335000,8311000,8014000
0.965,0.977,0.989,11750000,11790000,11720000,12170000,12070000,11850000
0.969,0.972,0.988,13170000,13290000,13180000,13600000,13670000,13330000
0.984,0.982,1.004,36080000,35770000,35790000,36680000,36430000,35650000
0.972,0.995,0.99,59590000,60690000,60550000,61280000,61000000,61170000
1.016,0.958,0.98,689200,680200,686200,678400,709700,700300
1.209,1.187,1.197,1044000,1049000,1063000,863800,884300,887900
0.986,0.98,0.986,877800,906700,913900,889800,925100,926500
0.982,0.986,0.965,1010000,1034000,1028000,1028000,1048000,1065000
0.997,0.977,0.993,1140000,1144000,1148000,1144000,1171000,1156000
0.971,0.967,0.995,1189000,1215000,1220000,1224000,1257000,1226000
1.001,1.035,1.003,1403000,1478000,1415000,1401000,1428000,1411000
1.019,0.956,0.95,1439000,1382000,1421000,1412000,1446000,1496000
0.985,1.083,0.906,1607000,1760000,1624000,1632000,1625000,1792000
0.978,1.004,0.984,1690000,1699000,1726000,1727000,1692000,1755000
0.979,0.985,0.975,1799000,1783000,1796000,1837000,1809000,1842000
1.041,0.977,0.999,2000000,1977000,1974000,1920000,2023000,1977000
0.97,1.167,0.961,2029000,2309000,1946000,2091000,1978000,2025000
0.988,1.007,0.986,2101000,2172000,2077000,2125000,2158000,2105000
1.268,1.221,1.232,3575000,3494000,3476000,2820000,2860000,2820000
0.971,1,1.041,2932000,2981000,3007000,3021000,2980000,2888000
1.003,0.993,0.971,3970000,3925000,3817000,3960000,3951000,3931000
1.006,0.974,0.973,5796000,5754000,5782000,5763000,5908000,5944000
0.983,0.957,0.954,10190000,10080000,10300000,10360000,10530000,10800000
1,0.969,0.983,15150000,14980000,14770000,15150000,15460000,15020000
0.988,1.01,0.98,440100,454100,453400,445400,449800,462700
1.052,0.947,0.972,479800,447700,465000,456200,473000,478600
1.007,0.993,0.984,606900,601600,604700,602900,606100,614200
0.97,0.994,0.987,627700,645800,636300,646900,650000,644300
1.017,1.012,1.004,850200,837700,857700,835800,827900,853900
0.989,0.959,0.988,1192000,1188000,1247000,1206000,1240000,1262000
0.994,0.996,0.968,1225000,1220000,1218000,1232000,1225000,1259000
0.994,1.014,1.001,1350000,1387000,1347000,1358000,1368000,1345000
0.995,1.021,0.996,1709000,1718000,1688000,1718000,1683000,1695000
0.993,0.97,0.999,1919000,1910000,1977000,1931000,1970000,1978000
1.011,0.985,0.929,1954000,1877000,1863000,1933000,1904000,2005000
1.008,0.953,0.971,2222000,2210000,2252000,2205000,2319000,2320000
0.958,1.01,0.966,2533000,2581000,2577000,2644000,2555000,2667000
0.954,1.012,0.962,2773000,2827000,2784000,2906000,2793000,2893000
1.014,0.966,0.979,3643000,3455000,3548000,3593000,3577000,3624000
0.995,0.995,1.01,7921000,7918000,8047000,7960000,7954000,7970000
1.001,0.979,0.961,9199000,9037000,8844000,9186000,9232000,9202000
0.946,0.995,0.964,9691000,9846000,9636000,10250000,9894000,9996000
1.015,0.991,0.976,524800,527800,525800,517000,532500,538700
0.986,0.957,0.987,687300,643400,654600,697300,672000,663100
0.991,0.997,0.993,732200,743700,739000,738600,746100,744300
1.012,0.986,1.004,836500,849300,873600,826800,861500,870100
1.019,1.008,0.966,842100,868700,842700,826800,862100,872300
0.996,0.959,1.011,888100,879300,924500,892000,916700,914100
0.995,1.022,0.968,989000,1052000,1012000,993800,1029000,1045000
1.007,1.031,0.99,1007000,1023000,994300,1001000,992600,1005000
0.977,0.975,0.967,1091000,1094000,1125000,1116000,1122000,1163000
1,1.005,1,1128000,1136000,1123000,1128000,1131000,1124000
1.021,0.984,1.005,1167000,1119000,1155000,1143000,1137000,1149000
0.994,0.982,0.984,1162000,1158000,1180000,1169000,1180000,1198000
1.003,1.005,0.988,1227000,1245000,1206000,1223000,1238000,1221000
0.993,0.949,1.002,1317000,1264000,1356000,1326000,1332000,1354000
1.033,0.972,0.966,1386000,1348000,1337000,1342000,1386000,1384000
1.029,1,0.981,1412000,1422000,1394000,1372000,1422000,1422000
0.985,0.999,1.025,1437000,1424000,1492000,1459000,1425000,1455000
0.967,0.972,1.007,1469000,1460000,1501000,1520000,1503000,1491000
1.304,1.283,1.276,2001000,1924000,1934000,1534000,1499000,1516000
0.987,0.957,0.955,1874000,1848000,1849000,1898000,1932000,1936000
1.014,0.952,1.001,2076000,1958000,2017000,2047000,2057000,2015000
0.991,0.994,0.975,2178000,2194000,2202000,2197000,2207000,2260000
1.011,0.951,1.015,2394000,2299000,2405000,2368000,2416000,2370000
1.003,0.976,0.985,2466000,2387000,2452000,2460000,2444000,2489000
1.004,0.956,1.026,2806000,2772000,2871000,2795000,2899000,2798000
0.998,0.949,1.014,4453000,4417000,4552000,4462000,4654000,4489000
0.972,0.975,0.994,4398000,4378000,4411000,4524000,4491000,4436000
1.026,0.999,1.053,4810000,4712000,5119000,4688000,4715000,4863000
0.916,0.954,0.934,5064000,5208000,5142000,5526000,5458000,5504000
0.949,0.964,0.996,19350000,19520000,20050000,20390000,20240000,20140000
0.983,0.964,1.013,36440000,36790000,37650000,37070000,38160000,37150000
0.989,1.014,0.961,803700,823700,807800,812900,812300,840400
0.969,1,0.973,960100,984900,957400,990300,984500,983700
0.999,0.989,0.978,1075000,1088000,1078000,1077000,1100000,1102000
1.02,1.06,0.992,1131000,1184000,1135000,1109000,1116000,1144000
0.961,0.998,0.972,1293000,1349000,1328000,1345000,1352000,1366000
0.991,0.992,0.977,1507000,1513000,1523000,1521000,1525000,1560000
0.977,1.029,0.999,1516000,1687000,1539000,1551000,1640000,1540000
1.024,0.984,0.951,1623000,1611000,1570000,1585000,1638000,1651000
0.982,0.989,0.988,1705000,1717000,1701000,1736000,1737000,1722000
1.013,0.972,1.01,2620000,2480000,2636000,2586000,2552000,2611000
0.997,0.974,0.957,2759000,2722000,2672000,2766000,2796000,2790000
0.958,1.031,1.006,2667000,2764000,2738000,2782000,2680000,2723000
0.989,0.993,0.977,2916000,2980000,2925000,2950000,3001000,2994000
1,0.966,0.986,3653000,3548000,3598000,3651000,3674000,3648000
0.974,0.968,0.997,4299000,4260000,4407000,4412000,4402000,4422000
0.996,0.982,1.019,4413000,4387000,4485000,4431000,4467000,4399000
1.017,1.006,0.998,6675000,6647000,6580000,6563000,6610000,6594000
1.346,1.285,1.345,9320000,9059000,9438000,6925000,7051000,7015000
1,0.993,0.995,8032000,8023000,8003000,8029000,8081000,8047000
0.941,1.061,0.996,13570000,14030000,14060000,14430000,13220000,14130000
1.036,1.006,0.96,554600,562700,564600,535100,559100,587900
0.974,1.016,1.035,867400,899900,926800,890400,886100,895700
0.991,0.936,0.967,954800,940400,988600,963200,1005000,1023000
0.986,0.947,0.987,978100,975900,1013000,991800,1030000,1026000
1.011,0.98,0.981,1017000,1004000,1023000,1006000,1024000,1043000
0.979,1.019,0.981,1161000,1196000,1167000,1186000,1175000,1190000
1.119,1.077,0.938,1478000,1455000,1338000,1321000,1350000,1427000
1.026,1.032,1.007,1366000,1386000,1384000,1331000,1343000,1374000
0.995,0.966,0.986,1339000,1349000,1359000,1346000,1396000,1378000
0.964,0.95,0.975,1313000,1313000,1347000,1362000,1382000,1381000
1.002,0.997,1.011,1432000,1425000,1434000,1429000,1429000,1418000
1.257,1.201,1.222,1817000,1780000,1847000,1446000,1482000,1512000
0.974,1.012,0.984,1689000,1697000,1689000,1734000,1677000,1716000
0.963,0.975,1.005,1783000,1812000,1860000,1852000,1860000,1851000
0.984,0.979,1.016,1841000,1819000,1890000,1871000,1858000,1860000
0.979,0.978,0.987,1959000,1999000,1995000,2001000,2044000,2021000
1.006,0.964,0.972,2059000,2010000,2051000,2047000,2085000,2110000
1.025,1.046,1.037,2214000,2250000,2258000,2159000,2150000,2177000
1.002,0.968,0.995,2218000,2175000,2221000,2213000,2248000,2231000
1.292,1.302,1.277,3431000,3471000,3423000,2655000,2665000,2679000
1.264,1.293,1.217,4392000,4414000,4307000,3474000,3415000,3541000
1.009,1.007,1.001,3626000,3732000,3684000,3594000,3706000,3682000
0.977,1.001,0.98,3896000,3979000,3945000,3990000,3973000,4026000
0.981,1,0.981,4096000,4173000,4125000,4174000,4175000,4207000
0.992,0.971,0.975,9010000,8875000,8835000,9086000,9141000,9059000
1.001,0.998,0.991,16080000,16230000,15990000,16060000,16260000,16140000
0.965,0.983,0.974,54290000,54950000,54530000,56250000,55930000,56000000
0.969,0.98,0.972,76370000,75920000,76100000,78770000,77470000,78310000
1.027,0.989,0.999,606500,594800,602700,590300,601200,603400
1.04,0.954,1.059,683400,685700,715300,657100,718500,675600
1.024,0.972,1.007,726100,712200,725400,709400,732700,720100
1.006,0.985,0.995,736200,746000,736200,732100,757700,740000
0.979,1.016,0.986,773900,798600,796800,790400,786100,808200
0.985,0.976,0.999,855400,870700,876800,868200,891900,878100
0.973,0.954,0.998,858900,877000,898400,883000,919200,900300
0.97,1.036,1.005,906800,962600,932800,934800,928700,928600
1.03,1.093,1.009,971000,974000,920500,942600,891300,912100
0.99,0.996,0.964,933900,954200,946600,943400,957800,981400
1.016,0.975,0.98,1014000,984600,993500,998100,1009000,1014000
0.973,1.024,0.993,1078000,1041000,1026000,1107000,1017000,1034000
1.216,1.206,1.141,1446000,1447000,1396000,1188000,1199000,1223000
0.985,1.044,0.993,1220000,1321000,1280000,1239000,1265000,1289000
0.999,0.93,0.966,1297000,1257000,1294000,1298000,1351000,1340000
0.973,0.975,0.997,1319000,1315000,1348000,1356000,1349000,1352000
0.99,1.019,0.979,1374000,1391000,1348000,1388000,1365000,1377000
0.99,0.99,1.036,1383000,1369000,1432000,1396000,1382000,1383000
0.985,0.945,0.968,1570000,1517000,1557000,1593000,1605000,1609000
0.912,1.029,1.025,1617000,1722000,1665000,1773000,1673000,1625000
1.042,1.014,0.988,2061000,1992000,1989000,1977000,1964000,2013000
0.999,0.985,0.984,2252000,2232000,2190000,2255000,2267000,2227000
0.992,0.978,0.98,2632000,2611000,2649000,2653000,2671000,2703000
0.987,0.974,0.978,2877000,2877000,2910000,2915000,2954000,2977000
0.978,1,0.986,3502000,3503000,3448000,3581000,3504000,3498000
0.986,0.951,1.033,3561000,3487000,3572000,3611000,3667000,3459000
1.019,1.026,0.999,4707000,4707000,4703000,4618000,4590000,4706000
