wk2_control,wk2_control,wk2_control,wk2_control,wk2_control,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk10_control,wk10_control,wk10_control,wk10_control,wk10_control,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk14_control,wk14_control,wk14_control,wk14_control,wk14_control,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas
1.4651,1.4289,1.8087,1.9836,1.1154,2.1584,1.3204,2.2971,1.2902,2.0197,0.832,0.69333,0.27733,0.27733,0.416,1.664,0.69333,0.27733,0,0.832,3.9671,2.8939,3.3763,3.6898,3.3401,3.5873,2.8939,3.6898,2.5804,2.9603
1.3278,0,1.9917,1.3278,0.66391,1.9917,0,3.3195,0.66391,1.3278,0,1.3278,1.9917,1.9917,1.9917,1.9917,0,0,1.3278,0,0,3.9834,2.6556,1.9917,2.6556,1.3278,1.9917,3.3195,1.3278,1.9917
4.6487,5.9401,4.1322,4.3905,4.6487,4.907,6.4566,3.874,4.1322,3.3574,0,0.25826,0.25826,0.77479,0.25826,3.874,0,0,0.51653,0.25826,8.0062,8.2644,8.781,7.4896,5.4235,7.4896,7.2314,7.7479,6.9731,8.2644
2.3426,1.341,0.39043,0.95057,2.2577,1.4259,1.341,0.86571,1.6466,1.5617,1.5278,0.9167,0.61114,1.5278,0.9167,2.139,0,0,0,1.8334,3.6836,2.3764,1.986,1.5956,2.2406,3.378,1.7653,1.1542,2.0709,2.2406
2.303,1.5899,2.1159,1.9287,2.303,1.9287,2.1159,1.9287,1.9524,1.7652,0.87667,0,0,1.2273,0,0,0,0,0,0.70134,3.3551,4.2554,4.9568,4.2436,2.6537,3.7057,3.7176,4.0445,3.3551,3.7294
0.89961,0.89961,4.498,3.5984,2.6988,3.5984,0,4.498,3.5984,3.5984,2.6988,0.89961,0.89961,1.7992,0,5.4632,1.7992,0,0,6.4283,2.6988,2.6988,5.3976,3.5984,2.6988,3.5984,4.498,7.1969,0,4.498
0.91748,0.45874,4.1697,4.1697,4.1287,5.2458,0,4.6284,3.2112,3.2112,1.3762,0,0,1.835,0,1.3762,0.45874,0,0,1.3762,4.2107,3.2112,6.4634,12.545,4.1287,5.0461,5.5842,7.3809,3.6699,6.0046
4.6867,7.8111,4.6867,4.6867,5.4678,3.9056,5.4678,4.6867,6.2489,7.03,0,0,0,0,0,1.5622,0,0.78111,0.78111,0,10.936,10.154,7.03,10.154,7.8111,4.6867,9.3734,9.3734,8.5923,8.5923
2.556,1.7219,3.3363,2.0852,2.9193,3.0072,0.83408,4.1704,3.8951,3.3901,0.83408,0.83408,0.83408,1.2511,0,1.427,0.41704,0,0,0.41704,4.3463,5.8923,4.2584,4.1704,6.0682,5.5974,6.3436,5.9265,4.5875,5.1804
2.548,4.5743,1.5398,1.5172,2.3308,1.5172,2.4182,2.3957,2.4182,2.3957,0.8559,0.064856,0,0,0,0.064856,0,0,0,1.5172,4.0229,3.1867,2.4606,4.5517,4.6391,3.2742,4.6391,3.0993,4.4869,1.647
1.9379,0,0.68493,0.68493,1.2529,0.56801,0,0.56801,0.80184,1.821,1.136,1.704,3.4081,1.136,2.2721,4.2099,4.5441,1.704,0.56801,3.525,2.2721,1.821,2.2721,2.389,3.525,1.704,5.1287,0.23382,2.2721,2.389
1.8541,1.0595,2.8829,1.8541,3.0153,1.8541,1.0595,3.0153,2.5163,3.046,0,0.52975,0.92706,0,0.26487,2.119,0.13244,0.39731,0.26487,0.26487,3.5758,3.9731,3.7082,4.5029,3.7082,4.238,5.165,3.9731,3.8407,4.7677
0.43071,0.066878,1.7229,2.1201,1.2921,0.89487,0.033439,2.1201,1.2921,1.6894,1.1918,1.5891,1.1918,0.79455,0,0,3.1782,0,0,3.1782,3.7427,2.187,1.7897,2.9816,3.7761,3.3788,3.0241,1.7897,2.1201,2.9481
1.9306,1.9306,2.5742,2.5742,1.9306,2.5742,0,1.9306,2.5742,3.2177,0.64354,0,0,1.2871,0,0,0,0,0,1.2871,4.5048,4.5048,3.8612,5.1483,3.2177,3.8612,4.5048,4.5048,6.4354,4.5048
1.5407,1.0431,1.1611,1.4929,0.99526,1.9029,0.82938,1.9905,1.7849,2.7019,0.66351,0.82938,1.1611,0.99526,0.49763,1.6494,0.66351,0.33175,0.16588,1.1611,3.8058,3.3654,3.3958,2.8199,4.3513,4.8011,2.7323,3.3958,2.8199,3.8058
1.3454,0.97192,1.2269,3.1937,0.86261,1.7045,0.91641,2.567,1.0396,2.1558,1.4207,0.65786,0.06407,0.891,0.36128,1.3995,1.3176,0,0,1.2623,1.8711,2.7447,3.1997,2.0516,2.1757,2.8532,1.9489,2.8585,2.3239,1.872
1.4358,0.6889,1.5785,1.4358,1.4647,1.4068,0,1.3783,1.4352,1.4352,0.60356,0.085332,1.2356,1.2071,0,0,0,0,0,1.264,1.4916,1.5495,2.0957,2.8994,1.5206,2.8136,2.9558,2.8409,2.7277,2.3522
1.1466,1.0033,1.4332,0.85994,1.7199,1.2899,1.5765,1.0033,1.4332,1.1466,0,1.0033,0.57329,0,0,0,0.57329,0,0,1.4332,1.7199,1.8632,1.8632,2.2932,3.0098,2.0065,3.2964,2.0065,2.4365,2.7231
3.8188,1.0404,2.4563,4.077,4.1502,1.2685,1.0124,5.356,3.489,2.6453,0.37036,0,0.96703,0.068467,0.65069,0.92701,2.7707,0,0,3.9352,0.80569,3.7183,2.7002,8.1148,4.4906,3.0812,6.9777,5.2267,8.0429,2.5307
14,16,15,14,22,16,17,16,21,21,0,0,0,0,0,0,0,0,0,0,33,34,28,32,23,33,36,27,33,28
12,15,7,12,13,8,13,12,11,12,0,0,0,0,0,0,0,0,0,0,24,22,21,21,18,18,16,20,20,17
16,12,14,12,14,11,12,9,13,11,0,0,0,0,0,0,0,0,0,0,26,19,19,20,33,25,28,26,24,32
8,4,11.821,8.8215,10.911,10.821,2.8215,13.911,14.821,13.821,0,0,0,0,0,0,0,0,0,0,24.732,20.732,22.554,28.732,25.643,26.643,24.643,25.821,20.732,24.643
2,2,3,2,2,3,2,5,2,5,0,0,0,0,0,0,0,0,0,0,10,6,7,3,9,6,3,6,6,5
6,10,3,5,6,2,6.5155,3.5155,5,6,0,0,0,0,0,0,0,0,0,0,12,12,11,13,8,8,13,8,12,12.516
9.7459,10.746,10.37,11.619,7.7459,12.994,8.4972,8.1215,8.1215,8.1215,0,0,0,0,0,0,0,0,0,0,18.243,19.243,18.867,11.746,22.867,20.492,18.492,20.74,19.492,23.74
4,0,3,4,4,3,0,6,8,8,0,0,0,1,0,0,0,0,0,2,11,12,10,12,10,12,11,13,10,9
1,1,2,1,2,0,1,2,3,4,0,0,0,0,0,0,0,1,0,0,11,3,4,14,1,5,2,15,3,3
4,1,5,6,3,2,1,7,5,8,0,0,0,0,0,0,0,0,0,0,5,6,7,11,5,7,7,12,8,7
3,4,3,4,3,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,4,5,4,7,3
2,0,9,6,1,9,1,8,1,1,0,0,0,0,0,1,0,0,0,0,7,9,8,7,8,10,3,8,3,4
1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,4,4,4,1,4,4,2,6,2,4
1,0,5,6,2,5,0,3,3,1,0,0,0,0,0,2,0,0,0,2,6,5,6,5,6,8,4,8,1,3
6,6,4,4,5,5,6,5,2,4,0,0,0,0,0,0,0,0,0,0,6,7,5,5,11,7,10,9,6,6
2.4704,2.8974,4.3677,4.8974,3,4.8974,2.4681,4.8974,5.9385,5.9385,0,0,0,0,0,0,0,0,0,0,11.365,9.8381,10.836,6.8974,9.7354,9.7354,12.347,8.7354,7.8358,13.265
3,3,2,3,2,2,7,7,4,3,0,0,0,0,0,0,0,0,0,0,12,6,7,9,11,10,3,7,6,8
5,1,5,2,4,7,0,7,1,5,0,0,1,0,0,0,0,0,0,0,3,7,6,12,5,8,7,9,7,5
5,4,4,3,2,5,2,6,3,2,0,0,0,0,0,0,0,0,0,0,9,6,6,10,6,6,7,11,4,6
6,6,2,3,4,3,4,2,5,2,0,0,0,0,0,0,0,0,0,0,8,9,7,9,6,7,5,11,4,8
18.982,21.758,10.991,15.543,15.655,13.767,24.31,16.431,16.431,20.207,0,0,0,0.88792,0,0,0,0,0,0,33.637,30.086,21.982,36.637,30.862,27.198,51.732,37.189,38.301,31.086
6.3337,4.0835,5.917,9.0005,5.0835,11.417,2.8334,15.418,4.917,4.917,0.83342,0,0,0.83342,0,0.41671,0,0,0,0,16.168,15.168,14.501,15.418,9.0005,17.001,7.7504,19.751,13.501,14.084
0,0,2.2082,4,0,5.2082,0,3,1,2,0.60412,0,1.8123,1.2082,0.60412,1.2082,0,0,0,2.6041,3,2,5.2082,3,1.6041,4.6041,1,4.2082,4,3.6041
0,2,0,1,1,1,1,2,1,4,0,1,1,2,1,0,0,0,0,2,19,8,4,6,0,3,0,6,4,0
8.9249,2.3937,2.6999,7.775,9.4749,6.3937,2.6999,3.3997,7.0812,6.775,0,0,0,0,0,0,0,0,0,0,16.581,12.793,8.4932,6.4809,8.4566,10.493,9.4749,7.3874,8.1871,10.081
10.259,3.6293,12.073,13.073,14.259,9.2585,3.7219,5.5366,14.166,7.5366,0,0,0,0,0,0,0,0,0,0,7.4439,8.2585,8.1658,12.98,23.61,11.98,31.239,14.702,16.795,27.424
3,0.98394,2.9839,4.9679,3.9839,0,0.98394,3.9679,4,3.9839,0,0,0,1,0,1.9679,0,0,0,1.9839,6.9839,6.9679,7.9679,8.9518,6.9679,4.9839,5.9679,7.9518,3.9839,4.9679
0,0,2,2,1,1,0,1,2,1,0,0,2,0,0,3,0,0,0,2,1,1,3,2,2,2,2,2,2,4
3.3088,1.5442,5.7958,6.1629,5.0734,7.7958,2.162,6.9977,9.1597,8.3951,0,0,0,0,0.38228,0.76457,0,0,0,0.38228,12.468,15.649,15.691,12.746,10.086,13.324,14.773,13.309,15.854,13.309
4.9729,1,6.9458,3.9593,4.9729,6.9593,1.9864,7.9458,6.9458,9.9051,0,0,0,0,0,0,0,0,0,0,10.932,11.892,10.905,10.878,5.9729,11.919,10.905,11.905,8.9187,12.905
1,3,3,5,2,3.6191,1,3,1,3,0,0,0,0,0,0,0,0,0,0,7,8,5,6,1,6,4,6,2,5
2,1,2,3,3,0,1,4,2,3,1,0,0,0,0,0,0,0,0,0,4,6,4,5,7,4,6,5,1,3
2.6693,2.6693,1,2,1.6693,2,3,3,2.271,3.271,0,0,0,0,0,0,0,0,0,0,4,3.6693,1,2.6693,3.3386,3.6693,3.3386,2,1.2034,5.6693
1,1,1,0,0,1,1,0,0,0,1,1,5,3,1,1,0,0,0,3,0,4,1,1,1,1,3,1,0,1
3,1,2,2,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,6,6,3,3,4,3,5,5,2,2
6.5331,4.5331,5.5331,8.2996,7.2996,6.5331,7.5331,4.5331,5.4164,1.8833,0,0,0,0,0,0,0,0,0,0,5.8833,3.7665,2.8833,4.6498,7.2996,3.7665,10.833,9.2996,4.5331,10.183
2,5,1,3,3,2,4,3,2,2,0,0,0,0,0,0,0,0,0,0,4,4,5,5,1,2,3,4,4,3
3.5265,3.5265,3.8314,4.8314,2.5265,3.8314,2.1881,3.4931,3.5265,4.5265,0,0,0,0,0,0,0,0,0,0,6.6811,9.9026,6.8648,7.7145,8.7145,9.5642,8.0529,7.0529,8.3762,2.6768
2,1,1,1,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,4,5,6,6,4,6,5,3,2,4
2.2902,1.2902,2.2902,1,1,1.2902,1,3.2902,2.2902,2.2902,0,0,0,0,0,0,0,0,0,0,4.2902,5.5805,5.5805,5.5587,2.5805,4.2902,3.5805,4.5805,5,4
3,3,2,2,4,5,3,1,2,2,0,0,0,0,0,0,0,0,0,0,3,5,4,4,2,3,4,3,4,2
2,2,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,3,5,3,1,1,3,3,3,2,1
2,2,1,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,4,3,3,2,3
1.5592,1.9207,1.8524,3.2296,3.5603,1.9256,1.4214,1.2355,2.5699,4.4798,0,0.17114,0,0.28226,0,0,0.17114,0,0,0.62454,4.0857,4.0953,2.5793,8.1934,3.9197,2.7397,6.7124,6.8498,6.3144,6.1073
2,1,1,0,2,0,0,3,1,4,3,1,1,0,0,0,0,0,0,2,5,3,2,1,2,4,3,2,2,0
1,2,0,0,1,0,2,2,1,3,0,0,0,0,1,2,0,0,0,1,4.9884,2,2,3,2,1,2,1,2,2
2,1,1,4,2,1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,4,6,5,2,5,4,3,5,4,3
1,2,0,1,1,1,2,3,1,1,0,0,0,0,0,3,0,0,0,0,2,2,2,2,2,2,2,3,2,3
2.4845,3.4845,5.4596,5.4596,1.6563,2.6563,6.1408,3.4845,1.6563,10.46,0,0,0,0,0,0,0,0,0,0,8.9441,4.969,2.4845,6.3126,7.969,9.0911,5.1408,3.4845,2.4845,3.3126
0,0,1.1253,0.56266,0,1.1253,0,6.1892,0,3.8133,5,1,1,3,0,3,3.5627,0,0,4,7.0639,5.3759,2.688,4.8133,3.8133,2.8133,2.8133,6.5013,2.8133,0
0.64882,1.2976,6.5953,2.9465,1.2976,4.9465,2.9465,5.9465,3.6488,4.6488,0,0,0,0,0,1.9465,0,0,0,0.64882,4.5953,4.5953,3.9465,7.2441,7.2441,5.9465,5.8929,9.8929,1.9465,4.2976
5.7199,5.3246,6.7199,6.245,6.245,6.2155,4.4248,6.245,5.2951,5.77,0,0.92037,0.92037,0,0,0,0,0,0,0.92037,9.2244,8.6698,8.5607,10.145,8.7199,7.6403,11.065,11.015,8.6403,10.59
3.4794,4.9753,2.9835,2.4794,4.4794,3.4794,3.9753,4.4794,3.4794,4.4794,0,0.99176,0.99176,0.49588,0,0.99176,0,0.99176,0.49588,0.99176,9.4629,6.4629,6.4629,6.4629,11.959,6.4629,10.463,5.9588,5.9588,8.4629
3.6466,1.9923,1.9187,2.4053,3.7278,3.0415,1.4542,3.2956,2.6942,4.8652,0,0.18446,0,0.30422,0,0,0.18446,0,0,0.67314,9.2559,8.1863,5.6662,9.3799,5.0791,6.839,6.0855,7.1154,6.6205,9.2431
1,2,2,2,2,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,5,2,2,3,3,2,4,3,3,4
2.4331,2.0855,2.4331,2.0855,2.0855,1.3903,4.1283,2.0428,3.7379,3.7379,0,0,0,0,0,0.69517,0,0,0,0.34758,6.171,4.4331,4.4331,5.8234,5.4758,3.1283,6.5613,4.8234,4.8234,4.4758
4.6596,0,2.3276,2,0.99362,2.3276,1.3276,1,1.6596,0,2,0,0,1,0,2.4393,1,0,0.71963,1.176,1.3276,2.9936,2,0,3.3276,3.6552,4.3212,1.9936,0.65522,2.6552
3,4,2,1,2,1,3,1,1,4,0,0,0,0,0,0,0,0,0,0,7,3,2,2,3,2,3,4,2,2
0.85443,1,1.8544,2.8544,0,2.7089,0,3.5633,1.8544,2.8544,0.85443,1.7089,0,0.85443,0,1.7089,0,0,0,3.4177,4.7089,7.4177,6.4177,6.5633,4.8544,6.5633,3.5633,7.5633,1,1.8544
1.2318,0,1.2318,1,1,2,0,1,2.2318,2.2318,0,1,1,0,0,0,0,0,0,0,2,2.4636,3.2318,1,2.4636,3.4636,2.6954,2.4636,2.2318,2.8071
2.2539,0.7513,3.0052,1.5026,2.2539,4.5078,0.7513,3.0052,3.7565,3.7565,1.5026,0,0,2.2539,0,0,0,0,0,0.7513,6.7617,7.7617,6.0104,5.2591,6.7617,7.513,6.0104,7.0104,3.7565,6.0104
2.1214,1.9005,1.6783,1.8991,2.1214,1.3308,2.1228,1.8991,1.9961,1.5516,0,0,0,0,0,0,0,0,0,0,3.6744,4.0219,3.5788,4.0233,3.0062,3.5774,4.3412,3.5802,3.1032,3.0076
1,1,2,2.5708,1.5708,2.5708,1.5708,3.1415,2,3.1415,0,0,0,0,0,0,0,0,0,0,6.283,5.1415,6.8538,5.8538,1.5708,4.7123,2,4.1415,2,4.1415
2,1,2,2,2,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,2,5,6,2,1,2,3,3,1,2
5.0785,0,1.5393,1.5393,1,2.5393,0,0,3.5393,5.0785,0,0,0,0,0,2.157,0,0,1.0785,1.0785,6.0785,6.0785,6.157,5.6178,1,4.0785,3.5393,3.0785,1,1.5393
1.0361,1,2.0194,2.0404,0,1.0043,2,2.0194,2.0404,1.0086,0,0,0,0,0,0,0,0,0,1.0043,1.0043,1.0043,2.0086,1.0129,1.0361,3.0129,3.049,2.0043,3,4.0538
2.8336,1,2,1.8336,2.8336,1.8336,1.8336,1.8336,1,2.8336,0,0,0,0,0,0.83358,0.83358,0,0,0.83358,4.6672,5.5007,3.6672,4.6672,5.6672,4.6672,4.8336,5.5007,1.8336,3.8336
5.3608,5.9241,2.6881,4.443,4.7555,5.7319,2.167,4.3444,4.8751,6.0812,0,0,0,0.30021,0,0.78274,0,0,0,0.69158,10.594,11.643,7.9605,8.2169,6.696,9.7817,8.1546,9.8924,7.2221,5.4574
0.81348,2.8135,3.627,1.8135,3.4404,1.8135,1,2.627,4.2539,5.2539,1.627,0.81348,0.81348,0.81348,0,0,0,0,0,0.81348,6.4404,5.0674,3.627,6.4404,2.627,4.627,4.627,4.4404,4.627,9.0674
4.3096,0.29403,2.0185,2.0185,1.5881,2.0185,1.3505,1.0185,3.4488,4.1733,0.43039,0,0,0,0,0.43039,0,0,0,1.7215,7.6434,3.6065,1.8821,1.5881,5.8792,5.8977,8.6192,1.8821,3.1761,6.4673
1.0642,1.0642,1.5321,1.0642,2.0642,3.0642,1.0642,1.5321,1.0642,2.0642,0,0,0,0,0,0,0,0,0,0,2.5962,3.5962,2.5962,3.0642,2.0642,2.5962,4.1283,4.1283,3.0642,2.5962
2.6104,1.9578,2.9578,2.3052,2.9578,2.3052,1.6526,2.6104,2.6104,2.9578,0,0,0,0,0,0,0,0,0,0,5.9156,6.8734,6.5682,6.2208,3.6104,4.263,4.9156,4.9156,7.5682,5.5682
5.423,6.844,1.3477,2.6954,6.802,3.6798,5.4386,3.4543,5.6641,4.1008,0,0.40536,0.40536,0.40536,0,0,0.40536,0,0,0,6.5707,4.6641,4.0588,6.6329,6.6127,7.1917,7.7863,10.103,5.0275,7.844
1.543,2.9287,2.3144,3.4716,4.3144,3.0859,0.77148,6.0146,1.543,5.0859,0.77148,0,0.38574,0.77148,0,0.38574,0.38574,0,0,1.543,7.1718,8.9433,8.1718,9.329,5.7861,8.329,9.4003,8.7148,7.6289,5.8574
21.692,17.489,6.1334,8.4149,13.35,12.476,13.863,5.2491,17.461,18.804,0,0,0,0,0,0,0,0,0,0,48.096,37.755,31.975,13.112,15.035,19.599,9.4228,14.205,22.197,19.01
4.4099,2.364,7.1149,4.0919,5.4099,4.4329,1.705,5.7969,7.4329,6.1149,0,0,0,0,0,0,0,0,0,0,7.4329,8.8199,10.161,10.184,6.4329,7.7969,9.1609,9.1839,6.4329,15.207
2.5879,2.0586,0,1.5293,1.5293,1.0586,2.5879,0,0.5293,0,0,0.5293,1.5879,0,1.5879,8.7637,0,7.1172,7.1758,1.5879,4.1172,0.5293,0.5293,2.0586,1.5293,2.6465,2.0586,3.1172,1.5879,3.1172
6.0053,7.0053,6.7203,6.4354,6.2902,6.7203,8.4354,7.7203,2.4301,3.5752,0,0,0,0,0,0,0,0,0,0,5.2902,7.4354,11.296,8.4354,8.8654,10.296,7.4354,13.441,4.8602,10.296
1.2734,1,2,1,1,1.2734,2,1.2734,1.2734,1,0,0,0,0,0,1.2734,0,0,0,0,1,2,2.2734,2.5468,2.2734,1.2734,1.2734,2.8202,0,1
2.2792,1.5195,1.7597,1,3.5195,1.7597,0,1.7597,3.2792,2.2792,0,0,2.2792,0.75974,0,0.75974,0,0,0,0,3.2792,4.7987,4.039,2.2792,4.5195,4.2792,6.2792,5.5195,5.7987,3.2792
0.48569,0.45467,0.69751,0.58554,0.66649,1.6665,0.53561,0.74744,1.6476,0.66649,0,2.2928,1.2428,3.2928,2.2428,4.4547,1,2,1,1.0999,1.2021,1.3141,1.333,1.4449,0.82838,1.2831,1.0712,1.1522,1.1212,1.2331
1.8111,1.8111,1.8111,1.8111,2.7167,2.7167,0.90555,2.7167,2.7167,2.7167,0.90555,0,0,0,0,2.7167,0,0,0,0,3.6222,2.7167,5.4333,5.4333,5.4333,4.5278,4.6222,4.5278,4.6222,6.4333
1.6528,1.6528,1.6528,1.6528,1.6528,1.6528,1,1.6528,1,1.6528,0,0,0.65283,0,0.65283,0,0,0,0,1,2.6528,2.6528,3.6528,2,2,2,1,0,1,2
0.74128,0.37064,1,2,0.74128,2.3706,0,3.4826,0.37064,1.1119,1.7413,1.3706,2.7413,4.4826,0.74128,1,2.3706,0,0,2.7413,2.4826,1.1119,3.7413,1.8532,0.74128,2.7413,1.1119,1.7413,0.37064,1.3706
3.5415,1.611,6.7634,4.2182,4.7914,8.3436,0,8.3986,4.1524,6.1351,0.63899,0.95849,0.3195,1.278,0,0,0,0,0,0.63899,9.4402,15.481,17.062,13.617,7.8146,9.388,6.805,13.912,7.8157,14.867
0.98291,1.9658,6.8803,4.9145,2.9487,5.8974,0,7.8803,4.9145,9.8632,1,0,0,0,0,0,0.98291,0,0,1.9829,10.829,14.761,11.829,11.846,5.9145,11.812,9.8291,14.744,11.829,11.812
0.54087,4.2452,1,4.7861,0,0.54087,0,3.7044,0,6.327,1.6226,3.2452,3.2452,3.2452,2.1635,0,3.2452,0,0,1.6226,20.763,10.031,4.7044,4.7044,0.54087,9.0313,0,4.1635,1.0817,1
2.7828,3.6742,3.6742,2.7828,0.89141,3.6742,2.7828,2.6742,1.8914,3.6742,0,0,0,0,0,2.6742,0,0,0,0,4.6742,3.6742,7.5657,7.5657,2.6742,1.7828,1.7828,6.5657,1.7828,2.7828
3.9184,3.4122,7.2959,6.3306,4.906,8.2959,3.8837,3.4122,5.3776,4.4122,0,0,0,0,0,0,0,0,0,0.49381,4.8714,7.3652,6.859,7.8813,4.4468,6.8367,6.3429,10.743,4.4246,8.2737
4.9103,6.1379,1.2276,3.069,4.2965,2.4552,6.1379,4.9103,3.069,5.5241,0,0,0,0,0,0,0,0,0,0,7.9793,8.5931,6.1379,7.3655,4.9103,6.7517,8.5931,6.7517,8.9793,4.9103
0.82625,4.4461,0,0.82747,2.0327,0.62045,1.0333,2.0339,1.0327,2.2397,0,0,0.61923,0,2.6833,3.0974,0,4.5422,1.2385,0,4.6864,4.8934,3.48,3.0665,2.0665,2.2742,1.2397,4.687,1.6531,2.8601
1.2798,0,1,0,0.27982,1.2798,0,1,0,4.9508,3.5613,2.0605,1.1701,1.7806,0,1.1701,2.671,0,0,0.89032,1.2798,2.5596,1.8903,2.2798,1.2798,1,1,3,0,1
4.3488,0,4.3488,4.3488,6.0883,4.3488,0.86976,6.9581,7.8278,7.8278,0,0,0,1.7395,0,0,0,0,0,1.7395,6.9581,17.395,9.5674,15.656,7.8278,11.307,13.046,15.656,10.437,11.307
4.1392,2.2532,3.8704,7.6685,3.2257,6.742,0.90037,4.054,4.1261,6.1105,1.5308,0,0,0,0,0,0,0,0,0,10.413,11.062,7.1236,5.3937,5.151,9.0096,6.3924,10.442,7.5498,6.5642
1.577,1.4537,1.4867,1.5936,2.848,1.5936,3.8788,2.3799,1.0594,3.4537,0,0.19713,0.10683,0.39426,0,0.42731,0.39426,0,0,0.69822,2.4063,3.5462,2.7433,3.5296,3.2587,3.4559,2.4063,2.5792,2.0781,2.0286
3.9013,1.9013,2.727,3.727,3.2765,2.3518,1.1383,1.9013,2.2765,1.9013,0,0,0,0,0,0,0,0,0,0,3.8025,3.79,6.0036,7.1543,5.3788,4.1778,8.1418,5.8293,5.0036,6.7541
5.4983,8.1974,5.398,4.5987,6.398,3.699,4.699,4.4983,4.4983,3.5987,0,0,0,0,0,0,0,0,0,0,6.2977,8.9967,6.2977,8.097,8.9967,8.097,10.796,11.796,10.896,8.9967
3.2782,3.0208,3.7309,3.6845,4.8897,5.1219,0.98919,3.1147,2.0279,3.0541,0.22893,0.32937,0.34589,0.52087,0.34543,1.149,0.57704,0.32383,0.22179,0.77732,4.9523,4.6424,5.3846,5.586,3.3442,3.8187,4.3361,4.8079,3.703,4.4746
2.4354,1.2732,4.0484,3.4529,3.7673,4.1642,2.8276,3.8682,2.5172,2.9449,0,0,0,0,0,0.51812,0,0,0,0,6.8341,5.2981,7.3189,6.7646,5.9469,6.8341,6.0912,8.4394,5.9422,5.4009
0,0.43144,1.7258,1.2943,1.2943,0.43144,0,3.4515,0.43144,3.4515,1.7258,0.43144,1.7258,2.1572,0,0,6.4716,0,0,6.4716,1.7258,3.0201,4.7458,7.7659,5.1773,2.5886,6.4716,5.1773,3.883,1.7258
0,0,2.86,3.575,2.145,1.43,0,5.005,1.43,1.43,1,0,0,0,0,0,4,0,0,4.43,1.43,1.43,1.43,2.145,5.005,6.435,3.575,3.145,3.575,5.72
2.7642,2.7642,2.7642,2.7642,3.3098,2.2186,1.6549,2.7642,3.3098,2.7642,0,0,0,0,0,0,0,0,0,0,5.5284,5.5103,6.074,7.7471,6.6196,6.074,7.7289,6.074,6.074,7.1652
1.5031,1.5031,1.1801,1.9347,1.5031,1.4005,1.2227,1.9134,1.5031,1.8595,0,0,0,0.24773,0,0.64591,0,0,0,0.57069,3.4712,2.3777,2.5928,3.1611,2.0586,2.6467,2.9157,2.608,2.9149,2.7584
2.7327,1.7327,1.7327,2.3102,1.7327,2.8878,2.8112,2.8112,2.3102,1.7327,0,0,0,0,0,0,0,0,0,0,4.2976,3.5927,4.7986,3.5927,5.198,4.2976,4.6204,4.0429,4.0429,4.3888
0.68039,0,2.0412,2.7692,2.0888,2.7215,0,2.0412,2.7692,2.0412,0,0,1.3608,0.68039,0.68039,5.0823,2.0412,0.68039,1.3608,3.4019,0.68039,2.0412,0.68039,3.4019,3.4019,1.3608,7.5796,2.0412,4.8104,4.8104
3.6307,2.1684,2.5224,3.3233,2.8763,3.2751,5.1828,3.2751,4.4749,3.2767,0,0,0,0,0,0.75438,0,0,0,0.35392,5.4917,5.4917,4.3401,5.4917,5.1394,6.2461,8.1056,4.739,5.186,5.4452
2.2496,2.2496,2.2496,2.2496,2.8121,3.3745,1.1248,5.0617,1.1248,2.2496,0,0,0,0,0,0,0.56241,0,0,0.56241,3.3745,3.9369,5.6241,6.1865,3.8121,4.4993,3.9369,5.6241,3.9369,5.0617
6.5901,2.636,9.8851,7.9081,6.5901,8.5671,3.295,11.203,8.5671,9.8851,0,0,0,0,0,0,0,0,0,0,8.5671,13.18,13.839,15.816,8.5671,11.203,13.839,15.816,8.5671,18.793
3.2235,2.7557,1.7713,2.5583,2.5583,2.3662,2.7557,2.1661,1.5766,2.1661,0,0.3948,0.59221,0.78961,0.3948,0.59221,0.3948,0.3948,0,0.98701,4.3322,3.5453,4.5244,3.3452,3.3452,4.5296,2.9557,4.9192,3.54,3.5453
1.8869,1.5406,3.7557,2.5616,2.2545,3.753,0.90992,2.3003,1.8849,1.9222,0.86003,0.52543,0.61118,0.88693,0.3537,0.98277,0.15529,0,0,1.508,3.2825,4.0786,4.6941,5.0778,2.2805,3.4858,4.7616,3.9377,3.7483,3.9188
2.2134,1.6884,1.0701,1.274,1.5424,1.357,1.5526,1.5728,1.5522,2.1698,0,0,0.17854,0.49246,0,0.36046,0.40614,0,0,0.74038,3.4137,3.4929,3.1145,2.6581,2.7159,3.0449,2.6253,2.7301,2.2911,2.1126
